index	 |	 c12	 c1t	 c1b	 c1tb	 c1e	 
314	 |	 -0.00563544	 -0.192863	 -0.0353075	 -0.00688184	 -2.508e-05	 
315	 |	 -0.00565879	 -0.192923	 -0.03535	 -0.0067389	 0	 
316	 |	 -0.00235128	 -0.195203	 -0.0359211	 -0.0131899	 -2.135e-05	 
317	 |	 -0.00215777	 -0.195144	 -0.0359989	 -0.0131923	 -7.56e-06	 
318	 |	 -0.00230595	 -0.195185	 -0.0361536	 -0.0134429	 0	 
319	 |	 -0.00119592	 -0.195943	 -0.0360037	 -0.0202057	 1.772e-05	 
320	 |	 -0.00064712	 -0.196413	 -0.0362938	 -0.0202181	 1.196e-05	 
321	 |	 -0.00097121	 -0.196078	 -0.0363201	 -0.0204759	 0	 
322	 |	 0	 -0.196628	 -0.0363877	 -0.209043	 0	 
323	 |	 0	 -0.196727	 -0.0366926	 -0.20928	 0	 
324	 |	 0	 -0.196912	 -0.0367908	 -0.20933	 0	 
